Name,Location,Haz Click Aquí,Tipo,geometry
Tomelloso,"<Point><coordinates>-2.954916,39.162713,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/tomelloso-ciudad-real.html,,
Trijueque,"<Point><coordinates>-2.992939,40.775722,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/trijueque-guadalajara.html,,
Valdecaballeros I y II,"<Point><coordinates>-5.190218,39.296259,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/valdecaballeros-i-y-ii-badajoz.html,,
Vélez de Benaudalla,"<Point><coordinates>-3.51005,36.833695,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/velez-de-benaudalla-granada.html,,
Velilla de San Antonio,"<Point><coordinates>-3.478267,40.379936,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/velilla-de-san-antonio-madrid.html,,
Vicálvaro-Ahijones,"<Point><coordinates>-3.575144,40.391436,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/06/vicalvaro-ahijones-madrid.html,,
Altorreal,"<Point><coordinates>-1.186147,38.067714,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/altorreal-murcia.html,,
Aranda de Duero,"<Point><coordinates>-3.701096,41.661497,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/aranda-de-duero-burgos.html,,
Badajoz (sur),"<Point><coordinates>-6.968528,38.856006,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/badajoz-sur-badajoz.html,,
Barrax,"<Point><coordinates>-2.192643,39.045384,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/barrax-albacete.html,,
Benamocarra,"<Point><coordinates>-4.125144,36.801477,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/benamocarra-malaga.html,,
Calahorra (sur),"<Point><coordinates>-1.974088,42.298741,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/calahorra-sur-la-rioja.html,,
Cambrils,"<Point><coordinates>1.061871,41.071547,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/cambrils-tarragona.html,,
Carlet,"<Point><coordinates>-0.522409,39.221341,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/carlet-valencia.html,,
Don Benito Villanueva,"<Point><coordinates>-5.828334,38.964808,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/don-benito-villanueva-badajoz.html,,
Gemasolar,"<Point><coordinates>-5.328888,37.560839,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/gemasolar-sevilla.html,,
La Cruz,"<Point><coordinates>-15.551191,28.102542,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/la-cruz-gran-canaria-las-palmas.html,,
La Isabela,"<Point><coordinates>-2.686286,40.43075,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/la-isabela-guadalajara.html,,
La Rasa,"<Point><coordinates>-3.103916,41.521097,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/la-rasa-soria.html,,
La Romana,"<Point><coordinates>-0.891059,38.372532,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/la-romana-alicante.html,,
La Solana,"<Point><coordinates>-3.235951,38.938891,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/la-solana-ciudad-real.html,,
Mataró,"<Point><coordinates>2.457466,41.555109,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/mataro-barcelona.html,,
Moraleda de Zafayona,"<Point><coordinates>-3.963247,37.173524,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/moraleda-de-zafayona-granada.html,,
Nuevo Roces,"<Point><coordinates>-5.669602,43.511252,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/nuevo-roces-asturias.html,,
Ontígola (sur),"<Point><coordinates>-3.582466,39.980996,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/ontigola-sur-toledo.html,,
Panor mica Golf,"<Point><coordinates>0.381682,40.546542,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/panoramica-golf-castellon.html,,
PAU de Carabanchel,"<Point><coordinates>-3.745906,40.36562,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/pau-de-carabanchel-madrid.html,,
Quitapesares,"<Point><coordinates>-4.053952,40.914264,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/quitapesares-segovia.html,,
Soria,"<Point><coordinates>-2.476588,41.768274,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/07/soria-soria.html,,
Azucarera de Carrión,"<Point><coordinates>-4.501419,42.10474,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/azucarera-de-carrion-palencia.html,,
Benavente (norte),"<Point><coordinates>-5.689739,42.063105,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/benavente-norte-zamora.html,,
Colmenar Viejo (sur),"<Point><coordinates>-3.77464,40.649712,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/colmenar-viejo-sur-madrid.html,,
Elche (oeste),"<Point><coordinates>-0.672492,38.267343,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/elche-oeste-alicante.html,,
El Grau de Burriana,"<Point><coordinates>-0.060343,39.876043,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/el-grau-de-burriana-castellon.html,,
Estella,"<Point><coordinates>-2.034255,42.678694,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/estella-navarra.html,,
Fraga,"<Point><coordinates>0.404637,41.533055,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/fraga-huesca.html,,
Jaén (norte),"<Point><coordinates>-3.772162,37.823363,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/jaen-norte-jaen.html,,
Las Lamparillas,"<Point><coordinates>-1.113998,38.158326,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/las-lamparillas-murcia.html,,
Los Barrios (Algeciras),"<Point><coordinates>-5.485243,36.17657,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/los-barrios-algeciras-cadiz.html,,
Marina de Cudeyo,"<Point><coordinates>-3.74691,43.395728,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/marina-de-cudeyo-cantabria.html,,
Monte Abantos,"<Point><coordinates>-4.127386,40.61143,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/monte-abantos-el-escorial-madrid.html,,
Palazuelos de Eresma,"<Point><coordinates>-4.07298,40.923221,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/palazuelos-de-eresma-segovia.html,,
Playa Honda,"<Point><coordinates>-13.592792,28.959756,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/playa-honda-lanzarote-las-palmas.html,,
Porís de Abona,"<Point><coordinates>-16.43053,28.166067,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/poris-de-abona-tenerife-santa-cruz-de.html,,
San Jos‚ de la Rinconada,"<Point><coordinates>-5.937258,37.489353,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/san-jose-de-la-rinconada-sevilla.html,,
Sarracín,"<Point><coordinates>-3.678189,42.269723,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/sarracin-burgos.html,,
Talavera de la Reina (este),"<Point><coordinates>-4.804598,39.969356,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/talavera-de-la-reina-este-toledo.html,,
Torija,"<Point><coordinates>-3.027222,40.742715,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/torija-guadalajara.html,,
Torrent,"<Point><coordinates>-0.468163,39.427855,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/torrent-valencia.html,,
Villacastín,"<Point><coordinates>-4.428514,40.783564,0.0</coordinates></Point>",http://www.nacionrotonda.com/2015/08/villacastin-segovia.html,,
El Pedregal,"<Point><coordinates>-17.888548,28.624996,0.0</coordinates></Point>",http://www.nacionrotonda.com/search/label/El%20Pedregal,,
A-62 pk 112,"<Point><coordinates>-4.651051,41.752781,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/a-62-pk-112-valladolid-2006-2011.html,,
Arg‚s,"<Point><coordinates>-4.061795,39.806339,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/arges-toledo-2002-2011.html,,
Arroyomolinos,"<Point><coordinates>-3.910277,40.272564,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/arroyomolinos-madrid-2002-2012.html,,
Ávila (sur),"<Point><coordinates>-4.682195,40.642595,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/avila-2007-2010.html,,
Azadinos,"<Point><coordinates>-5.610461,42.638849,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/azadinos-leon-2004-2012.html,,
Benijófar,"<Point><coordinates>-0.733006,38.077144,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/benijofar-alicante-2002-2012.html,,
Boadilla del Monte,"<Point><coordinates>-3.864835,40.393183,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/boadilla-del-monte-madrid-2001-2012.html,,
Cabanes,"<Point><coordinates>0.146728,40.122147,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/cabanes-castellon-2002-2012.html,,
Cabanillas del Campo,"<Point><coordinates>-3.230268,40.639038,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/cabanillas-del-campo-guadalajara-2009.html,,
Cáceres (sur),"<Point><coordinates>-6.367106,39.454754,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/caceres-2005-2011.html,,
Cala de Mijas,"<Point><coordinates>-4.678131,36.5099,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/cala-de-mijas-malaga-2003-2012.html,,
Castell-Platja d'Aro,"<Point><coordinates>3.066003,41.820369,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/castell-platja-daro-girona-2004-2012.html,,
Chiloeches,"<Point><coordinates>-3.180662,40.586557,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/chiloeches-guadalajara.html,,
Chinchilla (I),"<Point><coordinates>-1.726307,38.921707,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/chinchilla-albacete-2002-2012.html,,
Costa Ballena,"<Point><coordinates>-6.412908,36.688752,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/costa-ballena-cadiz-2003-2012.html,,
Dos Hermanas,"<Point><coordinates>-5.936463,37.305509,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/dos-hermanas-sevilla-2002-2012.html,,
El Coto,"<Point><coordinates>-3.44525,40.70313,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/el-coto-guadalajara-2002-2012.html,,
Els Arenals del Sol,"<Point><coordinates>-0.521409,38.252574,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/els-arenals-del-sol-alicante-2002-2012.html,,
Els Pallaresos,"<Point><coordinates>1.277705,41.1693,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/els-pallaresos-tarragona-2004-2010.html,,
El Vendrell,"<Point><coordinates>1.535794,41.219435,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/el-vendrell-tarragona-2004-2010.html,,
Escúzar,"<Point><coordinates>-3.765802,37.082125,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/escuzar-granada2004-2011.html,,
Esplugues de Llobregat (Finestrelles),"<Point><coordinates>2.098097,41.383408,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/finestrelles-esplugues-de-llobregat.html,,
Fuensaldaña,"<Point><coordinates>-4.751965,41.699219,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/fuensaldana-valladolid-2009-2012.html,,
Grau Vell,"<Point><coordinates>-0.262104,39.632794,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/grau-vell-valencia-2002-2012.html,,
Guadalupe de Maciascoque,"<Point><coordinates>-1.182819,37.996939,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/guadalupe-de-maciascoque-murcia-2000.html,,
Ircio,"<Point><coordinates>-2.900005,42.6524,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/ircio-burgos-2000-2009.html,,
Juan Fernández,"<Point><coordinates>-16.417556,28.514255,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/juan-fernandez-santa-cruz-de-tenerife.html,,
El Cañaveral,"<Point><coordinates>-3.548433,40.401934,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/la-canada-real-madrid-2005-2012.html,,
La Felipa,"<Point><coordinates>-1.702635,39.039301,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/la-felipa-albacete-2002-2012.html,,
La Malah ,"<Point><coordinates>-3.703676,37.06695,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/la-malaha-granada-2004-2011.html,,
La Muela,"<Point><coordinates>-1.057053,41.605882,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/la-muela-zaragoza-2002-2011.html,,
Lepe,"<Point><coordinates>-7.201503,37.263512,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/lepe-huelva-2005-2012.html,,
Lleida (este),"<Point><coordinates>0.639562,41.602032,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/lerida-este-2004-2011.html,,
Los Alc zares,"<Point><coordinates>-0.864732,37.726748,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/los-alcazares-murcia-2002-2011.html,,
Los Ángeles de San Rafael,"<Point><coordinates>-4.217408,40.780225,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/los-angeles-de-san-rafael-segovia-2004.html,,
Majanicho,"<Point><coordinates>-13.945668,28.734701,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/majanicho-las-palmas-2003-2012.html,,
Miajadas,"<Point><coordinates>-5.928355,39.137488,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/miajadas-caceres-2002-2011.html,,
Mojácar,"<Point><coordinates>-1.855644,37.080134,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/mojacar-almeria-2002-2011.html,,
Moreaga Sopelana,"<Point><coordinates>-2.993973,43.384379,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/moreaga-bizkaia-2002-2011.html,,
Naharros del Río,"<Point><coordinates>-5.590406,40.958053,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/naharros-del-rio-salamanca-2006-2012.html,,
Navalcarnero,"<Point><coordinates>-3.996731,40.293373,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/navalcarnero-madrid-1991-2012.html,,
Oleiros,"<Point><coordinates>-8.312964,43.331084,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/oleiros-coruna.html,,
Palomares,"<Point><coordinates>-1.806245,37.232488,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/palomares-murcia-2002-2011.html,,
Zizur Mayor,"<Point><coordinates>-1.692113,42.788779,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/pamplona-navarra-2005-2011.html,,
Paracuellos de Jarama,"<Point><coordinates>-3.51868,40.502631,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/paracuellos-de-jarama-madrid-2002-2012.html,,
Puig,"<Point><coordinates>-0.30134,39.591356,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/puig-valencia-2009-2012.html,,
Quer,"<Point><coordinates>-3.270431,40.606918,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/quer-guadalajara-2005-2009_27.html,,
Retamar,"<Point><coordinates>-2.310249,36.841565,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/retamar-almeria-2002-2009.html,,
Ronda,"<Point><coordinates>-5.155854,36.746826,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/ronda-malaga-2004-2012.html,,
Sagunto,"<Point><coordinates>-0.282725,39.675881,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/sagunto-valencia-2003-2012.html,,
San Lourenzo de Nogueira,"<Point><coordinates>-8.683612,42.517581,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/san-lourenzo-de-nogueira-pontevedra.html,,
Sant Cugat del Vallés,"<Point><coordinates>2.074915,41.478947,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/sant-cugat-del-valles-barcelona-2002.html,,
Seseña,"<Point><coordinates>-3.66915,40.133065,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/sesena-toledo-2003-2012.html,,
Torrejón de Ardoz,"<Point><coordinates>-3.449989,40.452604,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/torrejon-de-ardoz-madrid-2002-2009.html,,
Ugena,"<Point><coordinates>-3.875823,40.157359,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/ugena-toledo-2002-2013.html,,
Villajoyosa,"<Point><coordinates>-0.196647,38.517569,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/vilajoyosa-alicante2002-2012.html,,
Villamediana de Iregua,"<Point><coordinates>-2.415398,42.424717,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/villamediana-de-iregua-la-rioja-2003.html,,
Villaviciosa,"<Point><coordinates>-5.435275,43.48033,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/villaviciosa-asturias-2001-2011.html,,
Vitoria-Gasteiz (Este),"<Point><coordinates>-2.65635,42.848301,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/vitoria-gasteiz-este-alava-araba-2001.html,,
Zahara de los Atunes,"<Point><coordinates>-5.843989,36.134332,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/05/zahara-de-los-atunes-cadiz-2002-2011.html,,
A-14 Almenar-Alguaire,"<Point><coordinates>0.544138,41.763144,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/a-14-almenar-alguaire-lleida.html,,
La Caleta,"<Point><coordinates>-16.752849,28.103681,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/adeje-la-caleta-santa-cruz-de-tenerife.html,,
Aeropuerto de Huesca-Pirineos,"<Point><coordinates>-0.313389,42.076056,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/aeropuerto-de-huesca-pirineos-huesca.html,,
Aguadulce,"<Point><coordinates>-2.586969,36.825826,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/aguadulce-almeria-2004-2011.html,,
Aldeatejada,"<Point><coordinates>-5.691291,40.926869,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/aldeatejada-salamanca.html,,
Almassora,"<Point><coordinates>-0.004562,39.927528,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/almassora-castellon-2002-2013.html,,
Alovera,"<Point><coordinates>-3.246886,40.590051,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/alovera-guadalajara-2005-2012.html,,
Arrankudiaga,"<Point><coordinates>-2.916138,43.173085,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/arrankudiaga-bizkaia-2001-2011.html,,
Arteixo,"<Point><coordinates>-8.518263,43.338465,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/arteixo-coruna-2003-2010.html,,
Avileses,"<Point><coordinates>-0.93117,37.858563,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/avileses-murcia.html,,
Burguillos de Toledo,"<Point><coordinates>-3.991973,39.803772,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/burguillos-de-toledo-toledo.html,,
Canet d'en Berenguer,"<Point><coordinates>-0.220467,39.679901,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/canet-de-berenguer-valencia-2002-2012.html,,
Carboneras,"<Point><coordinates>-1.889521,37.008245,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/carboneras-almeria-2002-2012.html,,
Castro Urdiales,"<Point><coordinates>-3.213456,43.360417,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/castro-urdiales-cantabria.html,,
Caudé,"<Point><coordinates>-1.188588,40.406474,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/caude-teruel.html,,
Churriana de la Vega,"<Point><coordinates>-3.645514,37.149645,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/churriana-cordoba.html,,
Colmenar Viejo,"<Point><coordinates>-3.763862,40.658303,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/colmenar-viejo-madrid.html,,
Conil de la Frontera,"<Point><coordinates>-6.087141,36.277651,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/conil-de-la-frontera-malaga.html,,
Cubas de la Sagra,"<Point><coordinates>-3.837282,40.190088,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/cubas-de-la-sagra-madrid.html,,
Cullera,"<Point><coordinates>-0.259293,39.160871,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/cullera-valencia-2004-2012.html,,
Das Gándaras,"<Point><coordinates>-7.551374,43.04127,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/das-gandaras-lugo.html,,
Donostia (Errekalde),"<Point><coordinates>-2.011657,43.28009,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/donostia-errekalde-gipuzkoa-1991-2011.html,,
"Polaris World, Murcia","<Point><coordinates>-1.084151,37.876455,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/el-caracolero-2-murcia.html,,
Finca Borrambla,"<Point><coordinates>-0.985077,37.86283,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/function-container19g.html,,
Garray (Ciudad del Medio Ambiente),"<Point><coordinates>-2.46227,41.814486,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/garray-ciudad-del-medio-ambiente-soria.html,,
Guardamar del Segura,"<Point><coordinates>-0.6832,38.056853,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/guardamar-del-segura-alicante.html,,
Islas Menores,"<Point><coordinates>-0.763773,37.642165,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/islas-menores-murcia.html,,
Barranco de Santiago,"<Point><coordinates>-17.192387,28.037233,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/laguna-de-santiago-la-gomera-santa-cruz.html,,
La Herrada,"<Point><coordinates>-0.745464,38.040044,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/la-herrada-alicante.html,,
La Oliva,"<Point><coordinates>-13.867605,28.72308,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/la-oliva-las-palmas.html,,
La Pobla,"<Point><coordinates>-0.557478,39.587073,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/la-pobla-de-vallbona-valencia-2002-2012.html,,
La Tercia,"<Point><coordinates>-1.001762,37.870755,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/la-tercia-murcia.html,,
La Vall d'Uixó (Este),"<Point><coordinates>-0.228507,39.819361,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/la-vall-duixo-este-castellon.html,,
La Vall d'Uixó (Oeste),"<Point><coordinates>-0.244288,39.823779,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/la-vall-duixo-oeste-castellon.html,,
Logroño,"<Point><coordinates>-2.427504,42.450848,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/logrono-la-rioja.html,,
Lo Jurado,"<Point><coordinates>-1.12858,37.806778,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/lo-jurado-murica.html,,
Lorquí,"<Point><coordinates>-1.239665,38.089046,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/loqui-murcia.html,,
Los Hueros,"<Point><coordinates>-3.357643,40.440848,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/los-hueros-madrid.html,,
"Los Sáez, Murcia","<Point><coordinates>-0.80117,37.822571,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/los-saez-murcia.html,,
Loureda,"<Point><coordinates>-8.477289,43.295169,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/loureda-coruna.html,,
Cordoba,"<Point><coordinates>-4.80917,37.896843,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/lucena-cordoba-2007-2012.html,,
Lucena,"<Point><coordinates>-4.462605,37.409764,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/lucena-cordoba-2007-2012.html,,
Macastre,"<Point><coordinates>-0.782695,39.390465,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/macastre-valencia-2002-2012.html,,
La Manjoya,"<Point><coordinates>-5.862865,43.333193,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/manjoya-asturias.html,,
Mas Camarena,"<Point><coordinates>-0.47227,39.563582,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/mas-macarena-valencia-2002-2012.html,,
Mérida,"<Point><coordinates>-6.352524,38.914453,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/merida-badajoz-2005-2013.html,,
Moncofa,"<Point><coordinates>-0.138325,39.795171,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/moncofa-castellon-2004-2013.html,,
San Antonio de Benag‚ber,"<Point><coordinates>-0.525419,39.581586,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/montesano-valencia.html,,
Motril,"<Point><coordinates>-3.526234,36.743673,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/motril-granada-2005-2010.html,,
Navalmoral de la Mata (este),"<Point><coordinates>-5.516362,39.894736,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/navalmoral-de-la-mata-este-caceres-2009.html,,
Oviedo Oeste,"<Point><coordinates>-5.874627,43.358892,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/oviedo-asturias.html,,
Pamplona (Este),"<Point><coordinates>-1.616641,42.805545,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/pamplona-este-navarra-2003-2011.html,,
Puerto de Gijón,"<Point><coordinates>-5.675352,43.544103,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/puerto-de-gijon-asturias.html,,
Puertollano Norte,"<Point><coordinates>-4.105981,38.707357,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/puertollano-norte-ciudad-real.html,,
Puyol,"<Point><coordinates>-0.309338,39.618377,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/puyol-valencia-2002-2012.html,,
Rafelbunyol,"<Point><coordinates>-0.341021,39.591546,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/rafelbunol-valencia-2002-2012.html,,
Roda,"<Point><coordinates>-0.854489,37.771156,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/roda-murcia.html,,
Roldán,"<Point><coordinates>-0.971254,37.790219,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/roldan-murcia.html,,
Salobreña,"<Point><coordinates>-3.55709,36.719818,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/salobrena-granada.html,,
San Ginés,"<Point><coordinates>-1.198107,37.947408,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/san-gines-murcia.html,,
San Juan,"<Point><coordinates>-1.662444,37.367331,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/san-juan-almeria.html,,
Sant Pere de Ribes (Vilanoveta),"<Point><coordinates>1.751535,41.231304,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/sant-pere-de-ribes-vilanoveta-barcelona.html,,
Sanxenxo,"<Point><coordinates>-8.763126,42.396906,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/sanxenxo-pontevedra.html,,
Soto de Ribera,"<Point><coordinates>-5.878731,43.292152,0.0</coordinates></Point>",http://www.nacionrotonda.com/2013/06/soto-de-ribera-asturias.html,,
